cluster_a	cluster_b	name_a	name_b	type_a	type_b	settlements_a	settlements_b	db_a	db_b	db_name_a	db_name_b	decision_a	decision_b	shared_hosts	jaccard	idf_score	shared_host_headings	pair_review_decision	flag
ORG-C00207	ORG-C00257_Q01	חדר	פֿאַרווערטס	Education	Journals/ Newspapers	ווילנע | קלעשטשעל	נ. י. | ניו יאָרק | ניו-יאָרק | ניויאָרק		692		פֿאַרווערטס	DESCRIPTIVE	ALIGN	5	0.037	1.695	אָדערשלעגער, משה יעקב | אייסען אַברהם, דר. | באָטוויניק, בערל | בוכוואַלד נפתלי | לאַנדוי, זישע		
ORG-C00338_Q01	ORG-C00353	ליריק-טעאַטער	אוירווינג פלייס טעאַטער	Theatre	Theatre	ברוקלין	ניו יאָרק | ניו יאָָרק | ניו- יאָרק | ניו-יאָרק	176	116	ליריק-טעאַטער	Irwing Place (Deutsches) Theatre	ALIGN	ALIGN	5	0.046	1.694	גאָלדקנאָפּ, אַברהם דר. | גילראָד לואי | האָלענדער, חנה [פינקענטאָל] | עפּשטיין, וויליאַם (הלל) | ראָזענטאַל, סאַבינאַ		
ORG-C00103	ORG-C00631_Q01	ווילנער טרופּע	צענטראַל-טעאַטער	Company on Tour	Theatre	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	וואַרשע | וואַרשעווער	551	151	ווילנער טרופּע	צענטראַל-טעאַטער	ALIGN	ALIGN	6	0.03	1.687	טיימאַן, משה | מאַנדעלבליט, יעקב | סעגאַלאָוויטש, קלאַראַ [באָראָדינאָ] | סעגאָלאָוויטש, קלאַראַ [באַראַדינאַ] | קאַציזנע, אַלטער (שלום) | שלאָסבערג, יצחק		
ORG-C00270	ORG-C00684	יידישע טעאַטריקל עלייענס	גרענד-טעאַטער	Theatre-related Society/ Union	Theatre	ניו יאָרק | ניו-יאָרק	ניו יאָרק | ניו יארק | ניו-יאָרק | ניוּ-יאָרק	1524	115	יידישע טעאַטריקל עלייענס	Grand Theatre	NEW	ALIGN	6	0.072	1.683	פערקויף סעם [שמואַל-בערל] | קרעמער לואיס | ראָזענשטיין, סעמועל [שמואל] | רובין, ראָזאַ | שטיינבערג, שלמה | שעהנגאָלד, יוסף		
ORG-C00045	ORG-C02359	אַקסעלראדס טרופּע	גימפּעלס טרופּע	Traveling Company	Traveling Company	טשעראָוויץ | טשערנאָוויץ | יאַסי | סטרי | קראָקע	ווין | לעמבערג	340	257	Morris Akselrad Troupe	גימפּעלס טרופּע	ALIGN	ALIGN	4	0.095	1.682	בלום סעם [אַלעקסאַנדער] | ליבּערמאַן, אברהם | ליבערמאַן אַברהם | מעלצער, אַדאָלף		
ORG-C00633_Q01	ORG-C01286_Q01	פּיפּלס-טעאַטער	אַקטיאָרן-יוניע	Theatre	Theatre-related Society/ Union	ניו יאָרק | ניו יארק | ניו יאָרק | ניו-יאָרק | ניו-יאָרקער | ניוּ-יאָרק	ניו יאָרק | ניו-יאָרק	120		People's Theatre NY		ALIGN		6	0.061	1.682	אַדלער, יעקב פּ. [יעקב בן פּנחס] | דזשייקאָבסאָן, הענריעטאָ | וויינטרויב, זיגמונט | ווייסמאַן, ראובן | וועקסלער יעקב | טענענהאָלץ, אליהוּ		
ORG-C00157_Q01	ORG-C00595	ליבערטי-טעאַטער	פּראָספּעקט-טעאַטער	Theatre	Theatre	ניו יאָרק | ניו-יאָרק | ניויאָָרק | פּראָווינץ	בראַנקס | בראָנקס | ניו יאָרק | ניו-יאָרק | ניויאָרק		364		Prospect Theatre	SPLIT	ALIGN	6	0.072	1.67	באַראַט, מאַרטי [משה-מאָרטין באַראַץ] | וואולף, סיימאַן [שמחה] | יאָנג, קלאַראַ [חיה-ריסיע שפּיקאָליצער] | מיכאַלעסקאָ, מיכאל [ווייסבּלאַט] | קאַרפּ, ראָזע | קרעמער לואיס		
ORG-C00180_Q01	ORG-C00190_Q01	יידישן קונסט-טעאַטער	פֿאָלקסבינע	Theatre	Theatre	ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָָרק	ניו יאָרק | ניו-יאָרק	1459		יידישן קונסט-טעאַטער (ניו יאָרק)		ALIGN		5	0.045	1.666	דידזשאַ, בעל [באַנדער] | ווענדאָרף, לאהלע [וואַסערמאַן] | פּאַפאַק, ה. | פאַולין ווהייטמאַן | קאָדיסאָן, לייב [שוסטער]		
ORG-C01140	ORG-C02682	סאָבסיי	ליפּאָווסקי	Traveling Company	Traveling Company	אָדעם | אָדעס | ווילנע | יעקאַטערינאָסלאָוו | קאָלאַראַש | קעלץ | קעשענעוו | ריגע	באָברויסק | ווילנע | לאָדזש | ליבאַווע | ריגע	373	759	סאָביים טרופּע	ליפּאָווסקיס טרופּע	ALIGN	ALIGN	6	0.102	1.655	וויינבערג, סאָניע [קאַרל] | וויינבערג, שמואל | יאָקובאָוויטש, היימאַן (חיים-נתן) | ליכטענשטיין, משה | עפשטיין, גרישאַ (יואל) | קאָוואָלסקי, מתתיהן		
ORG-C00257_Q01	ORG-C03990	פֿאַרווערטס	דיא וואַרהייט	Journals/ Newspapers	Journals/ Newspapers	נ. י. | ניו יאָרק | ניו-יאָרק | ניויאָרק	ניו-יאָרק | פֿילאָדעלפֿיע	692		פֿאַרווערטס		ALIGN	DEFER	6	0.062	1.655	האָניגמאַן, קלאַראַ [גאָלדענבערג] | ווינטשעווסקי, מאָריס [בנציון נאָוואָכאָוויטש] | ליליפּוט [גבריאל-הירש קרעטשמער] | לעבעדיגער דער [חיים גוטמאַן] | מיללער לואיס ע [ל. באַנדעס] | קאַטץ, משה		
ORG-C00340_Q01	ORG-C00702	נעשאָנאַל-טעאַטער	לעקסיקאָן פון יידישן טעאַטער	Theatre	Publisher	ניו יאָרק | ניו יאָרקער | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער | ניו-יאָרק		118	310	National Theatre	לעקסיקאָן פון יידישן טעאַטער	ALIGN	ALIGN	6	0.039	1.643	גאָלדענבורג, סעמיועל [שלום גאָלדשטיין] | גרינפעלד, דזשין [יעקב] | ירדני, מרדכי [מאָטל שערמאַן] | לעש, יצחק [איזידאָר לעשטשינסקי] | נאַטאַנסאָן, דזשוליוס (יוליוס, חנינא) | רעכצייט, סימאָר (שמעון ישעיהו]		
ORG-C00360_Q01	ORG-C00378	האָפּקינסאָן-טעאַטער	אַרטש סטריט טעאַטער	Theatre	Theatre	ברוקליינער | ברוקלין | ברוקלינער	פֿילאַדעלפיע | פולאדעלפיע | פילאַדעלפיע | פילאָדעלפיע | פֿילאַדעלפיע | פֿילאַדעלפֿיע | פֿילאַדעלפֿיער | פֿילאַָעלפֿיער | פֿילאָדעלפיע | פֿילאָדעלפֿיע | פֿילאָדעלפֿיער | פֿילאדעלפיע | פֿילאדעלפֿייע | פֿילאדעלפֿיע | פֿילאדעלפֿיער	282	190	Hopkinson Theatre	Arch Street Theatre	ALIGN	ALIGN	6	0.068	1.639	אַדלער, יוליוס | לאַסקאָווסקי, פיליפּ | לעש, יצחק [איזידאָר לעשטשינסקי] | סעקונדאַ, שלום | רעכטצייט, יעקב | רעכצייט, סימאָר (שמעון ישעיהו]		
ORG-C00338_Q01	ORG-C00633_Q01	ליריק-טעאַטער	פּיפּלס-טעאַטער	Theatre	Theatre	ברוקלין	ניו יאָרק | ניו יארק | ניו יאָרק | ניו-יאָרק | ניו-יאָרקער | ניוּ-יאָרק	176	120	ליריק-טעאַטער	People's Theatre NY	ALIGN	ALIGN	6	0.052	1.637	גאָלדקנאָפּ, אַברהם דר. | מילער הערי [הערש מאָלעטץ] | קאַלמאַנאָוויטש, הערי | קעסטין, סעם | קעסלער, דוד | פֿרידזעל, לואיס		
ORG-C00161_Q01	ORG-C00635_Q01	ראָלאַנד-טעאַטער	פּאָבליק-טעאַטער	Theatre	Theatre	ברוקלין | ברוקלינער	ניו יאָרק | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער	1526	365	ראָלאַנד-טעאַטער	Public Theatre (Folks Theatre)	NEW	ALIGN	6	0.087	1.631	בלייך, יהודה | לובּריצקי, פעני | לובריצקי, דעיוו (דוד) | מיכאַלעסקאָ, מיכאל [ווייסבּלאַט] | נאַגער אהרן | סעקונדאַ, שלום		
ORG-C00018	ORG-C00019	כאַרקאָווער יידישן מלוכה-טעאַטער	קיעווער יידישן מלוכה-טעאַטער			כאַרקאָוו | כאַרקאָווער | כאָרקאָוו | סאָמאַרקאַנד	קאָקאַנד | קאָקאנד | קיעוו	478	515	כאַרקאָווער יידישן מלוכה-טעאַטער	קיעווער יידישן מלוכה-טעאַטער	ALIGN	ALIGN	5	0.132	1.627	יאַגאָדאַ, זאַכאַר | עלישעוואַ [שעוואַ באַקשטיין] | פּינטשעווסקי, מוישע | קאָפּעלמאַן, סאָניע [יאָפע] | קרעמער איסאַק	DISMISS	PI_CONFIRMED_DISTINCT
ORG-C00634	ORG-C00740	קעסלערס סעקאָנד עוועניו טעאַטער	פּאָבליק-סקול	Theatre	Education	ניו יאָרק | ניו יאָרקער | ניו-יאָרק	אָמעריקע | אמעריקע | לאָנדאָן | ניו יאָרק | ניו-יאָרק | סינסינעטי | פילאַדעלפיע | פילאדעלפיע | קליוולאַנד | שיקאָגאָ | פֿילאָדעלפיע	128		סעקאָנד עוועניו טעאַטער		ALIGN	DESCRIPTIVE	5	0.053	1.622	ווייסמאַן, בעסי | ווילנער, מאַקס, ר | טאָמאַשעווסקי, עני | סעיגער מעקס (מרדכי) | פינקעל, לוסי		
ORG-C00384	ORG-C00740	יידישער אַקטיאָרן-יוניע	פּאָבליק-סקול	Theatre-related Society/ Union	Education	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע	אָמעריקע | אמעריקע | לאָנדאָן | ניו יאָרק | ניו-יאָרק | סינסינעטי | פילאַדעלפיע | פילאדעלפיע | קליוולאַנד | שיקאָגאָ | פֿילאָדעלפיע	442		Yiddish artists union		ALIGN	DESCRIPTIVE	5	0.028	1.621	ווילנער מאַקס | טאַבאַק, אַננאַ | לאָהנפעלד, סעמיוּעל | פורמאַן, נאָרמאַן | ראָזענטאָל, קלאַראַ		
ORG-C00096_Q01	ORG-C00353	פֿאָלקס-טעאַטער	אוירווינג פלייס טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יאָרק | ניו-יאָרק	ניו יאָרק | ניו יאָָרק | ניו- יאָרק | ניו-יאָרק		116		Irwing Place (Deutsches) Theatre	DEFER	ALIGN	6	0.057	1.606	בליי העלען [יונה] | בלייך, יהודה | ווילנער, מאַקס, ר | יושקעוויטש, סעמיאָן | סקולער צבי | פּערלמוטער, שלום		
ORG-C00105	ORG-C00877_Q01	אַזאַזעל	סמבטיון		Theatre	וואַרשע		636		אַזאַזעל		NEW		4	0.111	1.602	הערצליך רעגינאַ | וויינטרויב, וו. | וויינטרויב, וולאַדיסלאָוו | קאַרפּינאָוויטש, משה		
ORG-C00089	ORG-C00682	ווינדזאָר-טעאַטער	סעקאָנד עוועניו טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יארק | ניו יאָָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָרקער	New York | ניו יאָרק | ניו יארק | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער	134	128	Windsor Theatre	סעקאָנד עוועניו טעאַטער	ALIGN	ALIGN	5	0.036	1.599	גילראָד לואי | יאָוועליר, קלמן | עדעלשטיין, יאָזעף (יוסף) | פּראַגער רעגינע | קאַרפּ, ראָזע		
ORG-C00384	ORG-C00595	יידישער אַקטיאָרן-יוניע	פּראָספּעקט-טעאַטער	Theatre-related Society/ Union	Theatre	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע	בראַנקס | בראָנקס | ניו יאָרק | ניו-יאָרק | ניויאָרק	442	364	Yiddish artists union	Prospect Theatre	ALIGN	ALIGN	6	0.04	1.599	בורשטיין, פּסח | גראָלל, טשאַרלס וו. | וואולף, סיימאַן [שמחה] | פעלד הערי | קרעמער לואיס | רעכצייט, סימאָר (שמעון ישעיהו]		
ORG-C00266_Q01	ORG-C00595	מעקינלי סקווער טעאַטער	פּראָספּעקט-טעאַטער	Theatre	Theatre	בראַנקס | בראַנקסער | בראָנסקער | בראָנקס	בראַנקס | בראָנקס | ניו יאָרק | ניו-יאָרק | ניויאָרק	1525	364	מעקינלי סקווער טעאַטער	Prospect Theatre	NEW	ALIGN	5	0.076	1.592	העניג, מאַקס | וואָלערשטיין, ראָזאַ | נעסטאָר משה | פּאָלאַנד, טאַניאַ | קרעמער לואיס		
ORG-C00384	ORG-C00635_Q01	יידישער אַקטיאָרן-יוניע	פּאָבליק-טעאַטער	Theatre-related Society/ Union	Theatre	ניו יאָרק | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | פֿילאָדעלפיע	ניו יאָרק | ניו יאָָרק | ניו-יאָרק | ניו-יאָרקער	442	365	Yiddish artists union	Public Theatre (Folks Theatre)	ALIGN	ALIGN	6	0.04	1.585	באָזשיק, מאַקס [באָזשיקאָווסקי] | בלייך, יהודה | גראָלל, טשאַרלס וו. | לערער שפרה | קרעסין, מרים | רובין, מנחם [עקהייזער קייזער]		
ORG-C00103	ORG-C00198_Q01	ווילנער טרופּע	אַרבעטער-רינג	Company on Tour	Jewish political bodies	אַמעריקע | בוקאַרעסט | ביאַליסטאָק | בערלין | בראַנקס | בראַנקס, ניו-יאָרק | וואַרשע | ווילנע | ווין | יאָס' | לאָס אַנדזשעלעס | לעמבערג | לאָדזש | ניו יאָרק | ניו-יאָרק | ניו-יאָָרק | ניויאָרק | פּאַריז | פאַריז | קליוולאַנד | קעשענעוו | קראָקע | קראקע | שיקאַגאָ | שיקאַגע | שיקאָגאָ	וואלדהיים | ניו יאָרק | ניו-יאָרק	551		ווילנער טרופּע		ALIGN	SPLIT	5	0.026	1.566	אָרזשעווסקאַיאָ, אַסתר [סניעגאָוו] | בלומענטאָל, פֿרידאַ | וועליטשאַנסקי, ישראל | טאַנין, שלום [טאַנקוס] | קאָדיסאָן, לייב [שוסטער]		
ORG-C01771	ORG-C04176	מימ'ט	יידישע גליקן	Theatre	Media (Radio/ Film/TV)	מאָסקווע		412		The Russian State Theatre		NEW		3	0.25	1.562	אַשכנזי מירע | כאַזאַק, טויביע | עפּשטיין, זשעניע		
ORG-C00174_Q01	ORG-C00539	צוקונפט	טאָג	Journals/ Newspapers	Journals/ Newspapers	נ. י | נ. י. | ניו יאָרק | ניו יארק | ניו יאָרק | ניו-יאָרק	וואַרשע | ווילנע | ניו יאָרק | ניו-יאָרק | פּעטערבורג | קראקע | פֿילאַדעלפיע	225	216	Di tsukunft- די צוקונפט	טאָג	ALIGN	ALIGN	5	0.068	1.557	דזשאַקלין-האַמער, שרה | לעיעלעס, א. [אַהרן גלאַנץ] | עפּשטיין, אַלטער | קאָברין [סעגאַל], פאַלינאַ | ראַסקין, שאַול		
ORG-C00270	ORG-C00595	יידישע טעאַטריקל עלייענס	פּראָספּעקט-טעאַטער	Theatre-related Society/ Union	Theatre	ניו יאָרק | ניו-יאָרק	בראַנקס | בראָנקס | ניו יאָרק | ניו-יאָרק | ניויאָרק	1524	364	יידישע טעאַטריקל עלייענס	Prospect Theatre	NEW	ALIGN	5	0.064	1.549	טאַנצמאַן, יאָזעף | פּאַסטערנאַק, ווילי | קרעמער לואיס | ראָזענטאַל, מאַקס | רובין, ראָזאַ		
ORG-C00160_Q01	ORG-C00353	יידישער קונסט טעאַטער	אוירווינג פלייס טעאַטער	Theatre	Theatre	ניו יאָרק | ניו יאָרק | ניו-יאָרק	ניו יאָרק | ניו יאָָרק | ניו- יאָרק | ניו-יאָרק	443	116	Yiddish Art Theatre	Irwing Place (Deutsches) Theatre	ALIGN	ALIGN	5	0.052	1.548	הררי, עזרא [בלומבערג] | פינקעל, בעלאַ | פעקער וויקטאָר (אביגדור) | שוואַרץ, מאָריס [אַברהם משה] | שערמאַן, פּנחס		
