mention_surface	source_sheet	occurrences	as_heading	alternative_heading	notes	match_method	matched_person_ids	n_matched	db_id	db_status
בּעסי	surnames	6.0	מאַגולעסקאָ, בעסי	בודאַנאָוו, בעסי [בודניק]	יש עוד 2 אפשרויות	exact	P-2-facs_198_TextRegion_1709396169380_251	1	2499	ok
בּעקער	surnames	1.0	בעקער, ראָזאַ [זילבערט]	בעקער, סאַשאַ		exact	P-1-facs_114_tr_1740520993|P-7-facs_41_r	2	1236	ok
באַדער	surnames	6.0	באַדער גרשם	באַדער שמחה [ניעדזשעוויעצקי]		exact	P-1-facs_74_r_1	1	1213	ok
באַוושאָווער	surnames	1.0	באָוושאַווער יוסף			exact	P-1-facs_74_tr_1740521143	1	1367	ok
באַטקאָן	surnames	1.0	גילינסקי, מאָטל (באַטקע)			exact	P-5-facs_240_tr_1739222482	1	3503	ok
באַכנאָוו	surnames	1.0	נאַוויקאָוו, מאָריס [באַכנאָוו]			exact	P-2-facs_305_tr_1744365746	1	2577	ok
באַלבירסקי	surnames	1.0	באַלבירסקי, הערש			exact	P-1-facs_77_tr_1740520974	1	1220	ok
באַנוס	surnames	1.0	באַנוס, בען			exact	P-3-facs_359_tr_1755856143	1		no_db_alignment
באַסיע	surnames	1.0	ליבגאָלד, באַסיע	זאַסלאָווסקאַ, בערטאָ [באַסיע לעווין]		exact	P-5-facs_271_tr_1739221089	1		no_db_alignment
באַראַנדעס	surnames	2.0	באַראַנדעס, יוסף			exact	P-1-facs_79_tr_1740520939	1	1227	ok
באַראַץ	surnames	3.0	באַראַץ, דוד			exact	P-1-facs_80_tr_1740521116	1	1224	ok
באַראָדקין	surnames	3.0	באַראָדקין, בערל [באַרדאָקין]	באַראָדקין, סאָניאַ		exact	P-1-facs_78_tr_1740521048	1	1363	ok
באַרזעל	surnames	1.0	באַרזעל, וואָלף [אייזענבערג]			exact	P-3-facs_373_tr_1755856139	1		no_db_alignment
באַרסקאַ-פֿישער	surnames	3.0	באַרסקאַ-פֿישער ליזאַ	באַרסקאַ-פֿישער, ליזאַ		exact	P-1-facs_81_tr_1740521184	1	1229	ok
באָוושאָווער	surnames	1.0	באָוושאַווער יוסף			exact	P-1-facs_74_tr_1740521143	1	1367	ok
באָזשיק	surnames	3.0	באָזשיק, אַברהמלע	באָזשיק, מאַקס [באָזשיקאָווסקי]		exact	P-6-facs_110_tr_1747825093	1	1373	ok
באָיאָרסקי	surnames	1.0	צוקערבערג-זילבערצווייג, צילע [טשיפּע באָיאָרסקי, צילע סילווער]			exact	P-3-facs_331_tr_1756058522	1		no_db_alignment
באָריס	surnames	5.0	אַבראַמאָוו, באָריס [פּיינלאַנד]	דיימאַנדשטיין, באָריס [בערל דוואָרקין]	יש יותר מדי אפשרויות	exact	P-6-facs_108_r_4	1	1104	ok
באָריסאָוו	surnames	7.0	באָריסאָוו, בערל (העקער)	באָריסאָוואָ [בעטי קאָמפּאַנעיעץ-ראַבינאָוויטש]		exact	P-5-facs_356_r_2	1	1357	ok
באָריסאָוואַ	surnames	1.0	באָריסאָוואָ [בעטי קאָמפּאַנעיעץ-ראַבינאָוויטש]	באָריסאָוו, בערל (העקער)		exact	P-4-facs_142_tr_1754377600	1	1359	ok
באָריץ	surnames	2.0	באָריץ, פֿראַנץ [אָפרים]	באַריץ, קלאַרא [דרוקער]		exact	P-1-facs_81_tr_1740521165	1	1360	ok
בוזעט	surnames	1.0	בוזעט, איזידאָר			exact	P-1-facs_90_tr_1740521114	1	1434	ok
בוים	surnames	2.0	בוים יחיאָל	בוים אַננאַ [חנה פּאָלאַקאָווסקאַ]		exact	P-5-facs_43_tr_1733050580	1	3444	ok
בוימוואָל	surnames	5.0	בוימוואָל, יהודה-לייב			exact	P-1-facs_91_tr_1740521127	1	1372	ok
בויקע	surnames	1.0	בויקע, לייזער [?]			exact	P-1-facs_91_r_5	1	1369	ok
בוכבינדער	surnames	1.0	בוכבינדער [?]			exact	P-7-facs_71_r_1	1	1414	ok
בוכוואָלד	surnames	1.0	בוכוואַלד נפתלי			exact	P-1-facs_92_tr_1740521083	1	1415	ok
בולאָוו	surnames	4.0	בולאָוו, יוסף [בולקין]			exact	P-1-facs_92_tr_1740521076	1	1426	ok
בולאָוון	surnames	1.0	בולאָוו, יוסף [בולקין]			exact	P-1-facs_92_tr_1740521076	1	1426	ok
בולמאַן	surnames	2.0	בולמאַן, גוירטי	בולמאַן, מאַקס		exact	P-1-facs_93_tr_1740521094	1	1424	ok
בוקאַנסקי	surnames	1.0	בוקאַנסקי, מאַקס			exact	P-1-facs_93_r_1	1	1421	ok
בוקשטיינס	surnames	1.0	בוקשטיין, אַברהם			exact	P-1-facs_94_tr_1740521158	1	1416	ok
בורדאַ	surnames	1.0	בורדאַ-אַנטאָווילסקאַ ראָזאַ			exact	P-5-facs_569_r_9	1	1355	ok
בורשטיין	surnames	5.0	לאַקס, ליליען [בורשטיין]	בורשטיין, ה.	יש יותר מדי אפשרויות	exact	P-6-facs_245_tr_1747928885	1	2364	ok
ביאָליק	surnames	6.0	משה אַלבין-ביאַליק			exact	P-6-facs_665_r	1		no_db_alignment
ביאָליקן	surnames	1.0	משה אַלבין-ביאַליק			exact	P-6-facs_665_r	1		no_db_alignment
ביבער	surnames	1.0	ביבער סענדער			exact	P-6-facs_108_r_85	1	1297	ok
בידעסקאָ	surnames	1.0	בידעסקאָ, אַלעקסאַנדער [וואָנדערגאַלד]			exact	P-1-facs_96_tr_1740521111	1	1300	ok
בייגעלמאַן	surnames	1.0	בייגעלמאַן, דוד			exact	P-1-facs_97_r|P-5-facs_29_r_427	2	1239	ok
ביילע	surnames	3.0	בלייכמאַן, בעטי [ביילע קאַץ]	דזשייקאָבסאָן, בעסי [ביילע שור]	יש עוד אפשרויות	exact	P-1-facs_107_tr_1740521167	1	1325	ok
בילדער	surnames	1.0	בילדער יעקב			exact	P-1-facs_97_tr_1740520953	1	1306	ok
בימקאָ	surnames	4.0	בימקאַ פֿישל	לאָניאַ בימקאָ		exact	P-1-facs_97_tr_1740520957	1	1307	ok
ביעלאַגלאָווסקי	surnames	1.0	ביעלאָגלאָווסקי, חיים [דוד בעלקין]			exact	P-7-facs_11_r_2	1	1302	ok
ביעלאָצערקאָוו	surnames	1.0	בעל, צילע [חנה צירל ביעלאָצערקאָווסקי]	בעל, אַדאָלף [אַברהם ביעלאָצערקאָווסקי]		exact	P-1-facs_112_tr_1740521168	1	1247	ok
בירנבוים	surnames	3.0	בירנבוים (נחום) נתן, דר.	בירנבוים ישראל [ישראל-איסר באָרנבוים]	יש עוד אפשרויות	exact	P-1-facs_100_tr_1740521007	1	1314	ok
בירנבערג	surnames	1.0	בירנבערג, יעקב			exact	P-1-facs_101_tr_1740521158	1	1316	ok
בלאַט	surnames	1.0	שער-בלאַט פון דער וואַרשעווער אויסגאַבע			exact	P-1-facs_171_tr_1714741712	1		no_db_alignment
בלאַנק	surnames	20.0	בלאַנק לעאָן	בלאַנק, אַברהם		exact	P-1-facs_102_r_9	1	1000	ok
בלאַנקן	surnames	1.0	בלאַנק לעאָן	בלאַנק, אַברהם		exact	P-1-facs_102_r_9	1	1000	ok
בלאָק	surnames	1.0	בלאָק[ך] יעטע			exact	P-6-facs_466_tr_1747930136	1		no_db_alignment
בלומענטאָל	surnames	28.0	בלומענטאָל, דוד	בלומענטאַל, נייטאַן		exact	P-1-facs_105_tr_1740521096	1	1346	ok
בלומענטאל	surnames	3.0	בלומענטאַל, נייטאַן	בלומענטאָל, דוד		exact	P-1-facs_105_tr_1740521100	1	1345	ok
בליאַכער	surnames	1.0	בליאַכער מנחם (מיטיע)	בליאַכער, שבתי		exact	P-5-facs_592_r_4	1	1331	ok
בלייך	surnames	4.0	בלייך, יהודה			exact	P-1-facs_106_r_2|P-4-facs_447_tr_1755029922	2	1324	ok
בלייכמאַן	surnames	6.0	בלייכמאַן, בעטי [ביילע קאַץ]	אַקסעלראָד, מיני [בלייכמאַן]		exact	P-1-facs_107_tr_1740521167	1	1325	ok
בלייכמן	surnames	1.0	אַקסעלראָד, מיני [בלייכמאַן]	בלייכמאַן, בעטי [ביילע קאַץ]		exact	P-1-facs_60_tr_1740521087	1	1205	ok
בליפעלד	surnames	5.0	בליפעלד יצחק			exact	P-1-facs_108_tr_1740521028	1	1333	ok
בן-אַלי	surnames	1.0	בן-אלי [מאטיאס גרינבערג]			exact	P-1-facs_108_tr_1740521024	1	1251	ok
בן-אָרי	surnames	2.0	בן-אָרי ר [חיים-זאָב רייקין]			exact	P-4-facs_635_tr_1755030182	1	3484	ok
בן-עמי	surnames	38.0	בן-עמי יעקב [שטשירין]			exact	P-1-facs_108_tr_1740521022	1	1252	ok
בן-עמין	surnames	2.0	בן-עמי יעקב [שטשירין]	גאָלדבלאַט, מוישע [משה גאָלדענבלאָט — בן-עמי]		exact	P-1-facs_108_tr_1740521022	1	1252	ok
בנציון	surnames	2.0	וועקשטיין, בנציון	מאָזער בנציון [יעקב הערצאָג]		exact	P-1-facs_382_tr_1739715279	1	3174	ok
בעזמאַן	surnames	8.0	בעזמאַן, איסר	אַריעל, סאָניאַ [בעזמאַן]		exact	P-1-facs_110_tr_1740520986	1	1292	ok
בעל	surnames	1.0	בעיקער בעל	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]		exact	P-1-facs_110_tr_1740520985	1	1219	ok
בעל-מחשבות	surnames	9.0	בעל-מחשבות [דר. איסידאָר (ישראל) עליאשעוו]			exact	P-1-facs_111_tr_1740520942	1	1210	ok
בעלאָסקאָ	surnames	3.0	שעפנער, אַסתר			exact	P-6-facs_44_tr_1747746152	1	2908	ok
בעללוי	surnames	1.0	בדחן, שלמה [בעללויאַ]			exact	P-1-facs_82_tr_1740520990	1	1216	ok
בעלעגאָלאָווסקי	surnames	1.0	בעלעגאָלאָווסקאַ, אַננאַ (חנה)			exact	P-5-facs_421_tr_1739222380	1	1244	ok
בעני	surnames	4.0	שעהנגאַלד בעני	אַבּעלמאַן, בעני [ברוך-משה]		exact	P-4-facs_86_tr_1753938260	1	2939	ok
בעקי	surnames	1.0	גאָלדשטיין, בעקי [מלכה רבקה ראָזענבערג]			exact	P-1-facs_205_tr_1741260263	1	1842	ok
בעקערן	surnames	2.0	בעקער, ראָזאַ [זילבערט]	בעקער, סאַשאַ		exact	P-1-facs_114_tr_1740520993|P-7-facs_41_r	2	1236	ok
בער	surnames	1.0	האָראָוויץ, בער			exact	P-1-facs_309_tr_1741260475|P-5-facs_415_tr_1739221390	2	2032	ok
בערגמאַן	surnames	3.0	בערגמאַן, שמחה	בערגמאַן, איציק-מענדל		exact	P-1-facs_116_r_1	1	1267	ok
בערגעלסאָן	surnames	18.0	בערגעלסאַן, דוד			exact	P-1-facs_116_tr_1740521031	1	1263	ok
בערגער	surnames	11.0	בערגער גוסטאוו [גרשון לעמבערגער]	בערגער ראַשעל		exact	P-6-facs_31_r_1	1		no_db_alignment
בערדיטשעווסקי	surnames	1.0	בערדיטשעווסקי, כן-ציון [בערדיטשעווער]	בערדיטשעווסקי, מיכה יוסף		exact	P-1-facs_117_tr_1740520947	1	1258	ok
בערטאָנאָוו	surnames	16.0	בערטאַנאָוו, יהושע [בירטון]			exact	P-1-facs_118_tr_1740521129	1	1285	ok
בערטאנאוו	surnames	1.0	בערטאַנאָוו, יהושע [בירטון]			exact	P-1-facs_118_tr_1740521129	1	1285	ok
בערמאַן	surnames	9.0	בערמאַן, אַדאָלף	בערמאַן, הענרי [הענעך ביילי]		exact	P-1-facs_118_tr_1740521141|P-5-facs_33_r	2	1277	ok
בערנאָרדי	surnames	2.0	בערנאַרדי בערל [טאָפּ]	בערנאָרדי העלען [לאַמפּעל — טאָפּף]		exact	P-1-facs_119_tr_1740521161	1	1282	ok
בערנשטיין	surnames	38.0	בערנשטיין, בערל [בורשטין]			exact	P-1-facs_120_tr_1740521118	1	859	ok
בערנשטייןס	surnames	1.0	יהודית [רחל בערנשטיין]			exact	P-2-facs_75_tr_1744131424	1	3308	ok
בערנשטיינען	surnames	4.0	יהודית [רחל בערנשטיין]	בערנשטיין, בערל [בורשטין]		exact	P-2-facs_75_tr_1744131424	1	3308	ok
בערקאָוויטש	surnames	7.0	בערקאָוויטש, אַברהם	בערקאָוויטש, יוסף (יוזשבו)	יש עוד אפשרויות	exact	P-1-facs_121_tr_1740521043	1	795	ok
בראַדסקי	surnames	2.0	בראָדסקי, אהרן	בראָדסקי, מוסיאַ		exact	P-1-facs_123_tr_1740520960	1	1402	ok
בראַנדט	surnames	1.0	"בראַנדט, לואי [„מאָטעלע""]"	בראַנדט, דזשאַנעט		exact	P-6-facs_609_tr_1747930163	1	3622	ok
בראַנדס	surnames	1.0	בראַנדעס, שאַול			exact	P-1-facs_135_tr_1740521015	1	1379	ok
בראַנדעס	surnames	2.0	בראַנדעס, שאַול			exact	P-1-facs_135_tr_1740521015	1	1379	ok
בראַנדעסקאָ	surnames	15.0	בראַנדעסקאָ, יוסף [סמאָלניק]			exact	P-6-facs_34_r_1	1		no_db_alignment
בראַנדעסקאָן	surnames	5.0	בראַנדעסקאָ, יוסף [סמאָלניק]			exact	P-6-facs_34_r_1	1		no_db_alignment
בראָגינסקאַ	surnames	1.0	בראָגינסקאַ כינע [פישזאָן]			exact	P-1-facs_123_tr_1740520964	1	1377	ok
בראָדסקי-קאָמיטעט	surnames	1.0	בראָדין, מאַקסיס [מאָקס בראָדסקי]	בראָדסקי, אהרן		exact	P-7-facs_73_r_4	1	1404	ok
בראָדערזאָן	surnames	7.0	בראָדערזאָהן, משה			exact	P-1-facs_124_tr_1740520978	1	1400	ok
בראָדערזינגער	surnames	3.0	בראָדערזינגער און פֿאָלקסינגער			exact	P-1-facs_124_tr_1740520974	1		no_db_alignment
בראָדערזענגער	surnames	1.0	בראָדערזינגער און פֿאָלקסינגער			exact	P-1-facs_124_tr_1740520974	1		no_db_alignment
בראָניאַ	surnames	1.0	בראָניאַ ניומאַן			exact	P-4-facs_662_tr_1755029946	1		no_db_alignment
בראָנשטיין	surnames	9.0	בראַנשטיין, אסתר [סטאָלאַרסקאַיאַ]	בראַנשטיין, דוד		exact	P-1-facs_136_tr_1740521121	1	1408	ok
ברוידי	surnames	3.0	ברוידי יוסף			exact	P-1-facs_136_tr_1740521135	1	852	ok
ברוין	surnames	1.0	ברוין, דוד			exact	P-6-facs_30_tr_1747746174	1	3597	ok
ברייטמאַן	surnames	9.0	נאַטאֲן, ב. [נאַטאן ברייטמאַן]	ברייטמאַן, פאַול		exact	P-2-facs_306_tr_1744365745	1	2540	ok
ברין	surnames	2.0	ברין, מאַקס	ברין, אַליאַ [גאָלדע זיידלין]		exact	P-1-facs_139_r_2|P-5-facs_41_tr_1733050381	2	1392	ok
ברעכער	surnames	2.0	ברעכער, עגאָן			exact	P-1-facs_140_tr_1740521122	1	1382	ok
ברען	surnames	1.0	ברען אַברהם			exact	P-1-facs_141_tr_1740521090	1	1384	ok
ג.	surnames	6.0	קאַרלאָס, ג. א.	אַבראַמסקי, ג.	יש עוד אפשרויות	exact	P-7-facs_68_tr_1756359770	1	2085	ok
גאַזאָווסקי	surnames	4.0	גאַזאָווסקי, מאַרקוס [מענדעלע]			exact	P-1-facs_142_tr_1740521045	1	1732	ok
גאַטפּריד	surnames	2.0	גאָטפֿריד, איידל [ערליך]	גאָטפֿרייד, אַברהם-יצחק		exact	P-1-facs_146_r_17	1	1875	ok
גאַכאַנסקי	surnames	1.0	גאַכאַנסקי, אַברהם			exact	P-5-facs_334_tr_1739221282	1	1717	ok
גאַרטעלעוויטש	surnames	2.0	גאַרטעלעוויטש, יעקב			exact	P-1-facs_247_tr_1713385128	1	1727	ok
גאַרטענשטיין	surnames	3.0	גאַרטענשטיין, יעקב [האַרטענשטיין]			exact	P-1-facs_247_tr_1713385122	1	1729	ok
גאָדיק	surnames	1.0	גאָדיק, וולאַדיסלאַוו			exact	P-1-facs_142_tr_1740521054	1	1800	ok
גאָטלאָבער	surnames	3.0	גאָטלאָבער, אַברהם-בער			exact	P-1-facs_142_tr_1740521055	1	1880	ok
גאָטליב	surnames	2.0	גאָטליב, העלענאַ [שלאַגמאַן]	גאָטליב, לואיס סילאַ	יש עוד אפשרויות	exact	P-5-facs_115_tr_1733832744	1	1878	ok
גאָטעספעלד	surnames	12.0	גאָטעספעלד חנאַ			exact	P-1-facs_145_tr_1740521071	1	1876	ok
גאָטעספעלדס	surnames	2.0	גאָטעספעלד חנאַ			exact	P-1-facs_145_tr_1740521071	1	1876	ok
גאָלד	surnames	5.0	גאָלד הערמאַן [הלל גורני]	גאָלד זישע [לייזגאָלד]	יש יותר מדי אפשרויות	exact	P-1-facs_147_tr_1740521038	1	1803	ok
גאָלדין	surnames	1.0	גאָלדין, סידני [סאַמועל גאָלדשטיין]			exact	P-1-facs_151_tr_1740521138	1	1836	ok
גאָלדיצע	surnames	3.0	גאָלדיצע			exact	P-1-facs_151_r_6	1	1837	ok
גאָלדמאַן	surnames	2.0	גאָלדמאַן	גאָלדמאַן, דוד		exact	P-1-facs_152_tr_1740521003	1	1840	ok
גאָלדע	surnames	4.0	אייזמאַן, גאָלדע	אַמזעל, גאָלדע [געניאַ שניידער]		exact	P-1-facs_41_tr_1740521079	1	1558	ok
גאָלדענבּוּרג	surnames	23.0	גאָלדענבורג, סעמיועל [שלום גאָלדשטיין]			exact	P-1-facs_152_tr_1740521014	1	1829	ok
גאָלדענבורגן	surnames	2.0	גאָלדענבורג, סעמיועל [שלום גאָלדשטיין]			exact	P-1-facs_152_tr_1740521014	1	1829	ok
גאָלדענבערג	surnames	9.0	גאָלדענבערג איציקל	גאָלדענבערג, אַסתר		exact	P-1-facs_153_tr_1740521008	1	1826	ok
גאָלדפאַדעןס	surnames	3.0	געצייכנט פון אברהם גאָלדפאַדען			exact	P-1-facs_174_region_1715799875093_402	1		no_db_alignment
גאָלדשמיד	surnames	1.0	גאָלדשמידט, יוסף	גאָלדשמידט, יחיאָל		exact	P-1-facs_208_tr_1741260264	1	1841	ok
גאָלדפֿאַדנס	surnames	3.0	גאָלדפאַדען, וואָלף			exact	P-1-facs_200_tr_1714741439	1	1833	ok
גאָלדפֿאַדען	surnames	116.0	גאָלדפֿאַדען, אַברהם [גאָלדענפֿאָדים]	גאָלדפֿאַדען, נפתלי [גאָלדענפֿאָדים]		exact	P-1-facs_154_tr_1714741532	1	804	ok
גאָלדפֿאַדעןם	surnames	1.0	גאָלדפאַדען, וואָלף	געצייכנט פון אברהם גאָלדפאַדען		exact	P-1-facs_200_tr_1714741439	1	1833	ok
גאָסי	surnames	1.0	נח און גאָס ריינעם			exact	P-4-facs_651_tr_1755030221	1		no_db_alignment
גאָרדאָן	surnames	2.0	גאָרדאָן, הערש-לייב	גאָרדאָן, וויעראַ		exact	P-1-facs_212_tr_1741260204	1	1867	ok
גאָרדין	surnames	164.0	גאָרדין, יעקב			exact	P-1-facs_212_tr_1741260189	1	698	ok
גאָרדינען	surnames	3.0	גאָרדין, יעקב			exact	P-1-facs_212_tr_1741260189	1	698	ok
גאָרין	surnames	3.0	אָסקאַר גאָרין	גאָרין, ב. [יצחק גוידאָ-הוידאַ]		exact	P-5-facs_617_r_1	1		no_db_alignment
גבריאל	surnames	2.0	גבריאל ראָזענטאָל	זאַר, הער [גבריאל זאַרשעווסקי]		exact	P-5-facs_596_r	1	569	ok
גוּזיק	surnames	33.0	גוזיק, יעקב			exact	P-7-facs_18_tr_1756799204	1	3639	ok
גוזיקן	surnames	4.0	גוזיק, יעקב			exact	P-7-facs_18_tr_1756799204	1	3639	ok
גוטמאַן	surnames	2.0	גוטמאַן, חיים	גוטמאַן, קלמן	יש עוד אפשרויות	exact	P-1-facs_251_tr_1741260232|P-5-facs_281_tr_1739220611	2	1947	ok
גוטענטאַגס	surnames	1.0	גוטענטאָג, בערטאָ [אַקסעלראָד]	גוטענטאָג, קאַרל		exact	P-1-facs_252_tr_1741260224	1	1945	ok
