mention	occurrences	as_heading	alternative_heading	notes
לאריסא	1.0	עדעלמאַן, לאַריסאַ		
לאַרמאַן	1.0			
לאַרעסקאַ	1.0			
לאַרעסקאָ-קלוג	1.0			
לאָשקאָווסקאַ	1.0	לאַשקאָווסקאַ, רעגינאַ		
לאַשקעוויטש	1.0			
לבן	1.0			
לואיס	1.0			יש יותר מדי אפשרויות
לובאַ	1.0	פֿישער לובאַ		
לובאַרסקי	1.0			
לובימאָוו	1.0			
לובעלטשיק	1.0	לובעלטשיק יצחק		
לובריצקי	1.0	לובריצקי, דעיוו (דוד)	לובריצקי, אייזיק-יאַנקעל	
לודווינסקי	1.0			
לודנער	1.0	לודנער, סאָניאַ [קוריצקאַ]		
לוטער	1.0			
לויטער	1.0	לויטער, עפראים		
לולקער	1.0			
לומעט	1.0			
לונצער	1.0			
לוס	1.0	גערמאַן, לוס [לאָשאַ קוטנער]		
לוסטיק	1.0			
לוסיאַ	1.0			
לוציאן	1.0			
לוקס	1.0			
לוקסענבורג	1.0			
ליאַ	1.0	ברין, אַליאַ [גאָלדע זיידלין]		
ליאָ	1.0			
ליאַדאָוו	1.0			
ליאדאָוואַ	1.0			
ליאָלאַ	1.0			
ליאַנסקי	1.0			
ליבמאַן	1.0			
ליבערטאָווסקאַ	1.0			
ליבקנעכט	1.0			
ליובימאָוו	1.0			
ליזא	1.0			יש יותר מדי אפשרויות
ליטמאָז	1.0			
לייבע	1.0	פֿייווישאָוו, לייבע		
לייזע	1.0	דייכעס לייזע		
לייזער	1.0			יש יותר מדי אפשרויות
לייכטענבערג-קאַמינסקי	1.0			
לייכניץ	1.0			
לייסענקאַ	1.0			
לייפּציגער	1.0	לייפּציקער מאַרק	לייפּציקער, מאַרק	
ליכטיגער	1.0	ווינער-ליכטיגער רעגינע		
ליכטענשטיין	1.0	ליכטענשטיין, משה	ליכטענשטיין,	
ליכטערמאַן	1.0			
ליליאַ	1.0			
ליליאַנאַ	1.0	ליליאָנאַ, לילי		
ליליעןס	1.0	לאַקס, ליליען [בורשטיין]	ליליען, איזידאָר	
ליליפּוט	1.0	ליליפּוט [גבריאל-הירש קרעטשמער]		
לילית	1.0	לילית, אָליאַ [לאָליאַ צעדערבוים]		
לילענבלום	1.0			
לימאַנאָווסקי	1.0			
לינא	1.0	קאַרליק ליבע [לינאַ]		
לינדבערג	1.0			
ליסינקאַ	1.0			
ליסענקאָ	1.0			
ליפּאָווסקיס	1.0			
ליפּאָוועצקי	1.0	ליפּאָווסקי, נחוּם	ליפּאָווסקי, סאַשאַ (שמחה)	
ליפטשע	1.0			
ליפּמאַן-פאַמיליע	1.0			
ליפּעלע	1.0			
ליפּצי	1.0			
ליציענקאַ	1.0			
ליצענקאַ	1.0			
לישין	1.0			
לעאָ	1.0	ליאָוו, לעאָ (משה-לייב)		
לעאָנאָוו	1.0	לעאָנאָוו, לעאָניד,		
לעאָנאָרד	1.0	לאַנדעס, לעאָנאַרד דר.		
לעאָנקאוואלאַ	1.0			
לעבעדיעוון	1.0	לעבעדיעוו, אהרן	לעבעדיעוו, וויעראַ [רבקה שעכטמאַן]	
לעבעדעווס	1.0			
לעווי	1.0	לעווי זשאַק	לעווי מאַקס	
לעוויטא	1.0			
לעוויטאַנען	1.0			
לעוויטינא	1.0			
לעווינזאָן	1.0	לעווינזאָן, לודווייג (אַריה-לייב)		
לעווינסקי	1.0			
לעווינקע	1.0			
לעווענזאָן	1.0	לעווענזאָן, דוד		
לעווענשטיין	1.0	לעווענשטיין, חנן	לעווענשטיין, איזידאָר (אַפֿרים-יצחק)	
לעווקאָוויטש	1.0			
לעמעל	1.0			
לעמקאָף	1.0	קאָפלער-לעמקאָוו [יעקב?]		
לענאַרד	1.0			
לענגיע	1.0			
לענגיעל	1.0			
לענין	1.0			
לעסינגס	1.0			
לעסקאָ	1.0			
לעקערט	1.0			
לערן	1.0			
לערעסקאַ	1.0	לערעסקאָ אַדעלאַ קערנער]	לערעסקאָ, אַדעלאַ [קערנער]	
לעש	1.0	לעש, רבקה [ראָזענבלום]	לעש, יצחק [איזידאָר לעשטשינסקי]	
לעשטשינסקי	1.0	לעש, יצחק [איזידאָר לעשטשינסקי]		
מ-י	1.0			
מ.	1.0			יש יותר מדי אפשרויות
מאָאנא	1.0			
מאָגולעסקו	1.0	מאָגולעסקאָ, אַמאַליע [פינקעלשטיין]	מאָגולעסקאָ, זיגמונט [זעלייג מאָגילעווסקי]	
מאַגידזאָן	1.0	מאַגידזאָהן, איידאַ [סטאָן]		
מאגילעווסקי	1.0			
מאָגלעסקאָ	1.0			
מאַדלען	1.0			
מאוד	1.0	מאוד זוּני (מועד]		
מאָוושאָוויטש	1.0			
מאַזאָ	1.0	מאז'ה, (מאַזאָ) מרדכי		
מאָזגאָוואָי	1.0			
מאָזענטאַל	1.0			
מאַזשוכין	1.0			
מאָטיי	1.0			
מאַטיילדאַ	1.0	סאַן-קלעיר מאַטילדאַ (מאַנטיבּאַנד]		
מאָטל	1.0	קאָן, מאָטל	גילינסקי, מאָטל (באַטקע)	יש עוד אפשרויות
מאטע	1.0	מאטעס ל. [מאטעס לוניאַנסקי]		
מאָטעלע	1.0	"בראַנדט, לואי [„מאָטעלע""]"	קוציק מאָטעלע	
מאָיאָקאָווסקי	1.0			
מאיסי	1.0			
מאיסקי	1.0			
מאַכעווסקי	1.0			
מאלאַכין	1.0			
מאַלאַמוט	1.0	מאלאַמוט, יואל-לייב		
מאַלווינאַ	1.0	פּאַסקעוויטש, מאַלווינאַ	יאָלעס-גימפּעל, מאַלווינאַ	יש עוד אפשרויות
מאָלווינא	1.0			
מאָלווינאַ	1.0			יש עוד אפשרויות
מאַלי	1.0	מאַלי טראָי	מאַלי שטערן	
מאָלי	1.0	בעני און מאָלי טראָי	מאָליי, פ. ה.	
מאליי	1.0			
מאַליי	1.0			
מאָלינאָווסקי	1.0			
מאָליניאַק	1.0			
מאָלינע	1.0			
מאָליערס	1.0			
מאָלנאָר	1.0			
מאָלסקין	1.0			
מאָלעסקאָ	1.0			
מאַלץ	1.0	מאַלץ, פֿיליפּ		
מאַנגעלס	1.0			
מאַנדעלבערג	1.0			
מאַנוועל	1.0	שעכטמאַן, מאַנוועל		
מאַני	1.0			
מאָניאָן	1.0			
מאַניע	1.0	אַרנאָן,מרים [מאַניע מאַרגוליס]	אַרקאַ, מאַניע [פישזאָן]	יש עוד אפשרויות
מאָניעק	1.0			
מאָניקאַ	1.0			
מאָנעלע	1.0			
מאַנקאָ	1.0			
מאַסאָף	1.0	מאַסאָף, סאַמועל	מאַסאָף, זשעניע [ווינקלער]	
מאַסיע	1.0			
מאָסענזאָן	1.0			
מאַצאָרט	1.0			
מאַקמאַן	1.0			
מאַקסימאָוו-פּאָקאָי	1.0	מאַקסימאָוו, מ. [מלך פּאָקאָי]		
מאָראַזאָוו	1.0			
מאַראָנדי	1.0			
מאַרגאָט	1.0			
מאַרגאָלין	1.0	מאַרגאָלין, א. דר.	מאַרגאָלין, זכריה	
מאַרדיק	1.0			
מאָרדקין	1.0			
מארי	1.0			
מאָריאסין	1.0			
מאָרינהאָף	1.0			
מאָריס	1.0			יש יותר מדי אפשרויות
מאַריע	1.0	אַרסקאַ, מאַריאַ [מרים-רחל]	לערנער, מאַריא [מרים ראַבינאָוויטש]	
מאָריענשטראָס	1.0			
מאַרישאַ	1.0			
מאַרישאָ	1.0			
מאַרישע	1.0			
מאַרמער	1.0	שומסקי, וואָלף (מאַרמאָר]		
מאַרעניאָף	1.0			
מאַרקאָוו	1.0			
מאַרקאָוויטשע	1.0	ייהודית מרים שייווער מאַרקאָוויטש	מאַרקאָוויטש משה	יש עוד אפשרויות
מאַרקישעס	1.0			
מאַרקשיע	1.0	מאַרקיש, פּערעץ		
מאָשקאָוו	1.0			
מאָשקאָווסקי	1.0			
מוליני	1.0			
מוסאָגאָרסקי	1.0			
מוסאָרגסקי	1.0			
מוסיאַ	1.0	בראָדסקי, מוסיאַ	קורץ-סמאַרגאַנסקאַ, מוסיאַ [לאַנגמאַן]	
מוראווטשאָוו	1.0			
מושניצקי	1.0			
מושקאַט	1.0	מושקאַט, מאַקס [מאַריאַן]	מושקאָט, חיים-אַליעזר	
מידניק	1.0			
מידניקן	1.0			
מידעליבערזאָן	1.0			
מיינהאָרט	1.0			
מייערבער	1.0			
מייערכאָלדן	1.0			
מייערסאָנען	1.0	מייערסאָן, מ. ל.	מייערסאָן, ליאָסע	
מייק	1.0	טאָמאַשעווסקי, מייק (מרדכי)		
מייקאָווסקי	1.0			
מייקל	1.0	דר מייקל סאַסין	ווילענסקי, מייקל [מיכאל]	
מייקעלזאָן	1.0	מייקעלזאָהן, דזשוליוס [יהודה מיכלזאָהן]		
מייקעלסאנען	1.0	מייקעלזאָהן, דזשוליוס [יהודה מיכלזאָהן]		
מיכאַלעוויטש	1.0	מיכאַלעוויטש, ב. ּ[יוסף איזבּיצקי]		
מיכאַלענקאָ	1.0			
מיכאָעלעס	1.0	מיכאָעלס, ס. מ. [שלמה וואַפּסי]		
מיכיילאָווסקי	1.0			
מיכל	1.0	שאַרקאַנסקי, אַברהם מיכל	גאָלדבערג, מיכל	יש עוד אפשרויות
מילאָסלאַווסקי	1.0			
מילטאָן	1.0	מילטאָן מ. און י	וויינטרויב, מילטאָן	
מילי	1.0			
מיליך	1.0	מיליך, זקן		
מינדל	1.0	צוקערמאַן, מינדל [שנאַפּ]		
מיניקע	1.0	מיניקעס, חנן-יעקב		
מיניקעס	1.0	מיניקעס, חנן-יעקב		
מינץ	1.0	מינץ, מייקעל (מיכאל)	מינץ, עליע [אליהו זאַץ]	
מינצן	1.0			
מיעדזינסקי	1.0			
מיעלעווסקי	1.0			
מיקראַקאָסמאַס	1.0			
מיראָן	1.0	גאָלובאַק, מיראָן ע.		
מירבאָ	1.0			
מירבאָס	1.0			
מישוראַד	1.0	מישוראַט, סאָניע [שרה-כייקע ראַבינאָוויטש]	מישוראַט, מאיר [ראַטוּשניק]	
מישוראַט'ן	1.0	מישוראַט, מאיר [ראַטוּשניק]		
מישע	1.0			יש יותר מדי אפשרויות
מישרוראַט	1.0			
מלאָד	1.0			
מלך	1.0	הערשקאָוויטש, מלך	מאַקסימאָוו, מ. [מלך פּאָקאָי]	
מלכהלע	1.0			
מעדוויעדאָוואַ	1.0			
מעטערלינג	1.0			
מעטערלינקס	1.0			
מעטשערעלאָוון	1.0			
מעי	1.0	סיימאָן, מעי		
מעימי	1.0	מאָרגענבעסער מעימי [צווערלינג-קופּערשמידט]		
מעלווין	1.0	מעלווין טיליס		
מעלצערן	1.0	מעלצער, עני	מעלצער דזשוליוס	
מענדל	1.0			יש עוד אפשרויות
מענדעלי	1.0			
מענדעליס	1.0			
מענדעלעכע	1.0			
מענדעלעס	1.0	גאַזאָווסקי, מאַרקוס [מענדעלע]		
מענזעלע	1.0	גאַזאָווסקי, מאַרקוס [מענדעלע]	מענדעלע מוכר ספרים [שלום-יעקב אַבראָמאָוויטש]	
מעני	1.0	פליישמאַן, מעני [מאיר]		
מענרעלע	1.0			
מעסטל	1.0	מעסטעל, יצחק (=יונה)	מעסטעל, מאיר	
מעער	1.0			
מעערכאָלד	1.0			
מעערכאָלדן	1.0			
מערוויעדאַוואָ	1.0			
משה-יאָסל	1.0			
משהלע	1.0	גאָלדבערג, משהלע	היבינער, משהלע	
מתתיהן	1.0	קאָוואָלסקי, מתתיהן		
נאַאום	1.0	זיגעל, נאַאום		
נאַגער	1.0	נאַגער אהרן		
נאַדאָלסקי	1.0	נאַדאָלסקי, סאָניאַ [שרה קאַץ]		
נאַדען	1.0			
נאָוואַק	1.0			
נאָווייק	1.0			
נאָוויצקי	1.0			
נאָטאָנסאָזס	1.0			
נאָטלאָבער	1.0			
נאידיעניאָוו	1.0			
נאַכאַמקוּס	1.0			
נאכבוש	1.0	נאַכבוש, נח [בושעלעוויטש]		
נאָמבערגן	1.0	נאָמבערג, הערש-דוד		
נאָרדוי	1.0			
נאָרוויך	1.0	נאָרווייד מאָריץ [טרעפלער]		
נאָרטן	1.0			
נאָרמאַנד	1.0			
נאָרקי	1.0			
נוגער-סיליויאָ	1.0	נוגער, א. פ.		
נודעלמאַן	1.0	קאָהן, ס. ה. [נודעלמאַן]		
נוזיק	1.0			
נוימאַן	1.0	נוימאַן, משה-שמואל		
נוירטי	1.0			
נוסינאָווס	1.0	נוסינאָוו, יצחק		
נחום	1.0			יש יותר מדי אפשרויות
נחמיה	1.0	שמאַיען, נחמיה,		
ניוטאָן	1.0			
ניומאָן	1.0	בראָניאַ ניומאַן	יעקב ניומאַן — וואָרט-קינסטלער און קולטור-עסקן	
ניוסיא	1.0	גאָלד, ניוסיאָ [גיסי גאָלדבערג]		
ניטשע	1.0			
נייער	1.0			
נינאַ	1.0	שייקעוויטש, נינאַ [הע צאָג]	טאַליני, נינאַ [ווינאָקור]	
ניסוויזשסקי	1.0			
ניסינאָוו	1.0			
ניעזלאָבינ	1.0			
ניפענטס	1.0			
ניקאָדים	1.0			
ניקאָדעם	1.0			
ניקאַדעמאַ	1.0			
ניקאָלעסקו	1.0			
ניקולין	1.0			
נישוראַט	1.0			
נעביל	1.0			
נעטע	1.0			
נעמה	1.0			
נענפער	1.0			
נענקער	1.0			
נעראָסלאַווסקאַ	1.0	נעראָסלאַווסקאַ, אסתר		
נעראָסלאָווסקאַיאָ	1.0			
נעראָסלאָווסקאַן	1.0			
סאַבוראָוו	1.0			
סאָבזיי	1.0	סאָבסיי דוד-משה		
סאָבי	1.0			
סאַגיידאָטשני	1.0			
סאָדאָווניקאָוו	1.0			
סאַדיגורסקין	1.0	סאַקס, מיכאַאיל [סאַדייגורסקי]		
סאווינאַ	1.0			
סאָווינאַ	1.0			
סאַול	1.0	יאָזעפזאָן, סאַול		
סאיגאַדעטשני	1.0			
סאָלאָגוב	1.0			
סאָלאָוויי	1.0			
סאָלאָוועיטשיק	1.0			
סאלאָמאָן	1.0			
סאָלאָמאָנעסקן	1.0	סאָלאָמאָנעסקאָ, אָסקאַר	סאָלאָמאָנעסקאָ, נעלי [אַזאַראַ]	
סאַלאָמעאַ	1.0			
סאַליי	1.0			
סאַמאַבאָטניק	1.0			
סאַמאָלעסקאָ	1.0	סאַמאָלעסקאָ, דעיוו		
סאָמאָלעפקאָ	1.0			
סאָמבאַטאָוו	1.0			
סאָמבערג	1.0	סאַמבערג, א. [יצחק-אייזיק סאָמבאָרק]		
סאמואילאָף	1.0			
סאַמוס	1.0			
סאַנדאו	1.0	סאַנדוּ, א. [אַלעקסאַנדער-סאַמועלי]		
סאָניק	1.0			
סאַסיי	1.0			
סאָסקין	1.0			
סאָפֿאָקל	1.0			
סאָפּטשינסקי	1.0			
סאַקאָ	1.0			
סאָקאָלעוו	1.0	סאָקאָלאָוו, ליפּמאַן (סאָקאָלאָווסקי]		
סאַקסאַגאַנסקי	1.0	קרייצבערג יאַשאַ [סאַקסאַנסקי]		
סאַקסאַגאָרסקי	1.0			
סאַקסן	1.0	סאַקס, מיכאַאיל [סאַדייגורסקי]		
סאָקראַטעס	1.0			
סאַראַסאָן	1.0			
סאַרוואַטאָר	1.0			
סאַרע	1.0			
סאַשא	1.0	ראָזענטאָל, סאַשאַ (שמעיה פישנאָוו)	בעקער, סאַשאַ	
סובאָטניק	1.0			
סובאַריז	1.0			
סובאָרין	1.0			
סווענדסען	1.0			
סוזמאַן	1.0			
סוטענער	1.0			
סוכמאַן	1.0			
סוסאַנאַ	1.0			
סוסלאָוו	1.0			
סופּע	1.0			
סוצקעווער	1.0			
סוק	1.0			
סורגוטשאָווס	1.0			
סורגוטשעוו	1.0			
סטאָך	1.0			
סטאָלאָרסקאָיאָ	1.0	בראַנשטיין, אסתר [סטאָלאַרסקאַיאַ]		
סטאַמבולקא	1.0	סטאַמבולקאַ, העריס		
סטאַנאָווסקי	1.0			
סטאָניסלאָווסקין	1.0			
סטאַניסלאַווקי	1.0			
סטאַנעסקו	1.0			
סטודזינסקי	1.0			
סטופּניצקי	1.0			
סטופּעל	1.0			
סטעטשינסקי	1.0			
סטעלאַ	1.0	אַדלער, סטעלאַ	גאָלד, סטעלאַ [טאָלצע שטאָלצענגאָלד]	
סטערן	1.0			
סטראָגאַנאָוו-באָגראַף	1.0			
סטראָיעוו	1.0			
סטרינדבערגס	1.0			
סטריקאָווסקי	1.0			
סטשעמינסקי	1.0			
סיגאַל	1.0	סיגאַל בן-ציון	סיגאָל, א.	
סיגאַלאָווסקאַ	1.0	סיגאַלאָווסקאַ, לענאַ		
סיגל	1.0			
סיגעלס	1.0	סיגעל, סאַלי	סיגעל וויליאָם (וועלוול-יצחק הערצאָג]	
סידאַראָוו-מיכיילאָוו	1.0			
סיוואַק	1.0			
סייגער	1.0			
סייפעל	1.0			
סייפריס	1.0			
סילווערמאַן	1.0			
סימאָ	1.0			
סימאָוו	1.0			
סימאָוויטש	1.0	סימאָוויטש, אַברהם	סימאָוויטש, רעגינאַ [קובאָוויטש]	
סימאָר	1.0	רעכצייט, סימאָר (שמעון ישעיהו]		
סימכאָוויטש	1.0			
סימע	1.0			
סימקאָוויטש	1.0			
סינעל	1.0			
סינעלניקאָוו	1.0			
סיענקעדייטש	1.0			
סיראָטאַן	1.0			
סלאָבאָדסקי	1.0			
סלאָוויאָנסקי	1.0			
סלאָווער	1.0			
סלוצקער	1.0			
סליפּ	1.0			
סמאָלניק	1.0	בראַנדעסקאָ, יוסף [סמאָלניק]		
סמבטיון	1.0	„סמבטיון'.		
סמירנאָוו	1.0			
סמישלאַיעוו	1.0			
סמעטאַנאַ	1.0			
סנאַרסקי	1.0			
סעגאָ	1.0			
סעווילא	1.0	סעווילאַ [בת שבע זיגלער, פּאַסטאָר]		
סעלוואָ	1.0			
סעלעוואָנאָוו	1.0			
סעמדאָר	1.0			
סעמידאָר	1.0			
סעמראָר	1.0			
סעקונדע	1.0	סעקונדאַ, שלום		
סעקלערס	1.0	סעקלער הער (ביידערש)		
סערא	1.0	אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]		
סעראַפינע	1.0			
סערבער	1.0			
ספּאַזשינסקי	1.0			
ספּיוואָקן	1.0	ספּיוואַק, איסאַק,	ספּיוואַק, יונה	
ספּעקטאָראָוו	1.0			
סקוראַטאָוו	1.0			
סקריבע	1.0			
סקריג	1.0			
עבאָן	1.0			
עבל	1.0			
עבעלס	1.0			
עבענהאָלץ	1.0			
עדי	1.0			
עדעלהאָפֿער	1.0	עדעלהאָפֿער, מאָריץ (משה)		
עדעלשטאַט	1.0			
עוואָלענקאָ	1.0			
עוועלין	1.0			
עומר	1.0			
עזריאָל	1.0			
עטאַ	1.0			
עטי	1.0			
עטינגערן	1.0	עטינגער, יוסף	עטינגער שלמה (דר.]	
עטינגערסענאָל	1.0			
עטל	1.0	קאָווענסקאַ, עטל	גליקמאַן, עטל [גליק]	
עלווינגען	1.0	עלווינג, ראָזאַ [דזשוליבער]	עלווינג, בערנאָרד	
עלזאָ	1.0	דאָרף, עלזאַ	עלזא	
עליאָוויטש	1.0			
עליאַן	1.0	סארנאַ, צעשאַ [הירשפעלד, עליאַן).		
עליזאָבעט	1.0			
עלין	1.0			
עלענטוך	1.0			
עלעק	1.0			
עלקין	1.0	עלקין, מענדל	אַלקאָן, י [יהושע עלקין]	
עלשטיין	1.0	עלשטיין אַברהם		
עמאַנועל	1.0	דעססער עמאַנועל	דעססער, עמאַנועל	
ענגעל	1.0			
ענדען	1.0			
ענטין	1.0	ענטין, יואל		
עסינקע	1.0			
עסכילאַס	1.0			
עסקין	1.0			
עסקינען	1.0			
עסקרין	1.0			
עפּלבערגן	1.0			
עפּעלבוים	1.0			
עפּעלבערן	1.0			
עקסטער	1.0			
עריק	1.0			
ערליכמאַן	1.0			
ערנא	1.0	זיגלער ערנא		
ערנעסטינע	1.0			
ערעלהאָפער	1.0			
עשו	1.0			
פ'פֿיליפּעסקאָ	1.0	פיליפּעסקאַ און זיין פרוי דזשאַנעט		
פּאָדזשאַמטשע	1.0			
פאָדיעסטי	1.0			
פּאַולין	1.0	פֿאָגעלנעסט, פאולין [בענדער]	האָפמאַן, פאולין	
פאולינא	1.0	עדעלשטיין, פאולינאַ [פינקעלשטיין]		
פּאָזנאַנסקי	1.0			
פּאַזנער	1.0	פאָזנער (יחיאל-) מאיר		
פאכלערן	1.0			
פּאָלאַ	1.0			
פּאָליאָקאָו	1.0	פאָליאַקאָוו, אַהרן [פּאָליאַטשעק]		
פּאָלינאָוואָ	1.0			
פּאָלמאַן	1.0			
פאַלניצקי	1.0			
פּאָלעוויצקאַ	1.0			
פּאָלעוויק	1.0			
פּאַנאָוו	1.0			
פֿאַני	1.0			
פֿאַניאַ	1.0	ציפּקינאַ פאַניאַ		
פאנינא	1.0			
פֿאַניע	1.0			
פּאַסאָלאָווא	1.0			
פּאַסטערבאַק	1.0			
פּאַסינקע	1.0			
פּאַסקאָווסקי	1.0			
פּאַסקעוויטש	1.0	פּאַסקעוויטש, דזשאַנעט	פּאַסקעוויטש, מאַלווינאַ	
פאָפּ	1.0			
פּאָפּאָוו	1.0			
פּאָפּער	1.0			
פֿאָרעגער	1.0			
פאָשקאָ	1.0			
פּוטמאַן	1.0			
פּוטשיני	1.0			
פויכטוואַנגער	1.0			
פולווער	1.0	פולווער לעוו		
פֿולמאַנס	1.0			
פוסמאַן	1.0			
פּושקיוס	1.0			
פּזשיגאָדאַ	1.0			
פּטאשניק	1.0			
פיאָדאָראָוו	1.0			
פֿיגראָדנער	1.0			
פיזשאַן	1.0	פישזאָן, מישאַ [משה כאָסידמאַן]	אַרקאַ, מאַניע [פישזאָן]	
פיי	1.0			
פֿייג	1.0			
פֿייגע	1.0	וויינטרויב, פֿרענציס [פייגע]		
פֿייגעלע-פּאַסינקע	1.0			
פייגענזאָן	1.0			
פייווישאָוו	1.0			
פֿייווישאָוו	1.0			
פֿיינטוך	1.0			
פֿיינמאָזן	1.0			
פּיינסקי	1.0			
פֿיינערמאָן	1.0			
פֿיינקינד	1.0			
פיינשטיין	1.0			
פּייסי	1.0			
פֿייערבערגס	1.0			
פֿייערמאַן	1.0			
פייערשטיין	1.0			
פֿילאַטאָוואַ-פּאָליאַקאָוואַ	1.0			
פּילאַטי	1.0			
פילאָפּעסקאַ	1.0	פיליפּעסקאַ און זיין פרוי דזשאַנעט		
פיליפּעסקאָ	1.0	פיליפּעסקאַ און זיין פרוי דזשאַנעט		
פֿיליפּעסקאַ	1.0	פיליפּעסקאַ און זיין פרוי דזשאַנעט		
פילסודסקי	1.0			
פֿין	1.0			
פֿינגאָלד				
פּינסקין	1.0			
פינקעלשטיינען	1.0	שוואַרץ, אַדעלאַ [פינקעלשטיין]	אייזיק און פּאָליאַ פינקעלשטיין	יש עוד אפשרויות
פיעווסקי	1.0			
פּיעקאַרניק	1.0			
פּיעקאָרסקי	1.0			
פּיערס	1.0			
פיקאַסאָ	1.0			
פיראַ	1.0			
פֿישואָן	1.0			
פישזאָניען	1.0	אַרקאַ, מאַניע [פישזאָן]	בראָגינסקאַ כינע [פישזאָן]	
פֿישזאָנען	1.0	אַרקאַ, מאַניע [פישזאָן]	בראָגינסקאַ כינע [פישזאָן]	
פישער	1.0	פישער יעקב	פישער כאיע	
פֿישער	1.0	פישער יעקב	פישער כאיע	
פֿישקינד	1.0	פישקינד, אַברהם		
פּלאַוונער	1.0			
פלאום	1.0			
פלאָום	1.0	פלאָום, שרה		
פלאַפּאַן	1.0	פלאַפּאַן, יעקב		
פלאַש	1.0			
פּלטיה	1.0			
פלייסיגן	1.0	פלייסיג, [?]		
פליישמאַן	1.0	פליישמאַן, מעני [מאיר]		
פלעווע	1.0			
פּנינה	1.0			
פֿעדאָר	1.0			
פֿעדער	1.0	אוריך, צילע [חיה צילע פעדער]	פעדער, אייזיק [פּעדאָרעסקו]	
פֿעדערמאַן	1.0			
פעדערעסקאָ	1.0	פעדער, אייזיק [פּעדאָרעסקו]		
פעכשטיין	1.0			
פעלאַ	1.0	שומסקי, פעלאַ [כור-לאַנצמאַן]	ביראָ, פעלאַ [פֿיינרייך]	
פֿעלדמאָן	1.0	פעלדמאַן, אהרן	איריס, סאָניאַ [פעלדמאַן]	
פענדוויש	1.0			
פענין	1.0			
פענסטער	1.0			
פּעסעלע	1.0			
פּעפּי	1.0	ליטמאַן, פּעפּי [פּעשע קאַהאַנע]	אוריך, פּעפּי (פּערל]	
פֿערינבאַך	1.0			
פּערל	1.0			
פּערמינאָוו	1.0			
פּעשע	1.0			
פּראָגמאַן	1.0			
פּראָוואָדניק	1.0			
פּראָטאַזאַנאָוו	1.0			
פֿראַנטשקאָווסקי	1.0			
פֿראַנצאָז	1.0			
פֿראַנצעסקאַ	1.0			
פּראָפֿאַן	1.0			
פרויקע	1.0	פֿאָדלובני פרויקע (אפרים)	סאָראָקיין פרויקע	
פרון	1.0			
פּרופּס	1.0			
פּריביאגאַ	1.0	פּריבעאַגו, יאָן [איזאַק לאַזאַראָוויטש]		
פֿרידאַ	1.0	זיבּעל, פרידא [זשאַרטאָווסקי]		
פֿרידלאַנד	1.0			
פֿרידמאַנען	1.0	פרידמאַן, אַלבערט [וועלוול-אַלטער]		
פֿריידעלע	1.0	ווינטער פֿראַניאַ [פריידל ראָזענראַט]		
פריימאַן	1.0			
פֿריימאַנס	1.0			
פּרייס	1.0	פּרייס, מיכאל		
פריסטלי	1.0			
פרעגערן	1.0	פרעגער, יעקב		
פֿרעד	1.0			
פרעדי	1.0			
פֿרעדי	1.0			
פרעדראָ	1.0			
פרענד	1.0			
פֿרענצים	1.0	סינקאָף, פרענציס [שאַפּיראָ]		
פרענציס	1.0	סינקאָף, פרענציס [שאַפּיראָ]		
פֿרענקל	1.0	ליכט, דוד [דניאל פרענקל]		
פּֿרצן	1.0			
פּשיגאָידא	1.0			
צוויבל	1.0			
צווערלינג	1.0	מאָרגענבעסער מעימי [צווערלינג-קופּערשמידט]	צווערלינג, יעטאַ	
צוקערבער	1.0			
צייטלין	1.0	צייטלין, אהרן [-אליעזר]	צייטלין, אַלחנן	
ציליע	1.0	לייבאָוויטש, ציליע	נייהויז, ציליע	
צימערמאַן	1.0			
ציפּע-העניע	1.0			
ציפּערס	1.0			
ציפקוסע	1.0			
ציפּקוסעס	1.0	ציפקוס יעקב [יעקב זיידל ציפּעס]	גוטאָוויטש, מערי [מיליע ציפקוס]	
צירל	1.0	סוזאַן (צירל גאָלדענבערג]	בעל, צילע [חנה צירל ביעלאָצערקאָווסקי]	
צלבה	1.0	לוּבאַרטאָווסקאַ, צלבה	לובאַרטאָווסקאַ, צלבה	
צמחס	1.0			
צעדנער	1.0			
צעדעראָווסקאַ	1.0			
צעזאָר	1.0	גרינבערג, צעזאַר [בצלאַל]		
צעלימער	1.0			
צענגוט	1.0			
צענדלער	1.0			
צענטער	1.0			
צפּורה	1.0	אַבּעלמאַן, ציפּע (צפּורה)		
קאָברינס	1.0	קאָברין, לעאָן	קאָברין [סעגאַל], פאַלינאַ	
קאַגאַן	1.0	גאָרעלאָוואָ-קאַגאָן, אַסתר	אַבראַמאָוו, א. [אַברהם קאַגאָן]	
קאַגאַן-שאַץ	1.0			
קאָגוט	1.0	קאָגוט, אייב		
קאדישזאָןס	1.0			
קאדעלבערג	1.0			
קאַהאַן	1.0	דזשעק קאַהאַן	קאַהאַן ישראל [אַברהם]	יש עוד אפשרויות
קאָהן	1.0	מאָריסאָן, מאָריטץ [משה קאָהן]	קאָהן, דזשייקעלע [יעקב]	
קאָהען-לינאָר	1.0			
קאָוואָל	1.0			
קאָוואָלטשיק	1.0			
קאָוואַלסקי	1.0	קאָוואָלסקי, מתתיהן		
קאַווקע-דובינסקי	1.0			
קאָוס	1.0			
קאָזאַנצאָוו	1.0			
