variant,script,corpora,occurrences,fields,contexts,suggested_qid,suggested_english,is_descriptor,attestation_ids
געבילס-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03902_Q01#venues#3
געזאָנג-און שפּילסאַלאָן,hebrew,org,1,venues,,,,,O-ORG-C04546#venues#1
געזעלשאַפט פאַר יידישע פאָלקס-מוזיק,hebrew,org,1,venues,,,,,O-ORG-C01998#venues#1
געזעלשאַפט „קולטור“,hebrew,org,1,venues,,,,,O-ORG-C03331_Q01#venues#1
געזעלשאַפֿט פֿאַר דער פֿאַרשפּרייטונג פֿון יידישער קונסט,hebrew,org,1,venues,,,,,O-ORG-C01974#venues#1
געזערד,hebrew,org,1,venues,,,,,O-ORG-C00319#venues#1
געטאָ טעאַטער-זאָל,hebrew,org,1,venues,,,,,O-ORG-C02738#venues#1
געטאָ-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C02738#venues#2
געטינגער אוניווערזיטעט,hebrew,org,1,venues,,,,,O-ORG-C02227#venues#1
געיבאָרהוד פלעי האָוז,hebrew,org,1,venues,,,,,O-ORG-C07102#venues#1
געיטי-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C05040#venues#1
געסקיל סטריט,hebrew,org,1,addresses,,,,,O-ORG-C03838#addresses#1
גערזאָןס טיטון-פֿאָבריק,hebrew,org,1,venues,,,,,O-ORG-C06243#venues#1
גערטנערס טרופּע,hebrew,org,1,venues,,,,,O-ORG-C06465#venues#1
"גערטנערס „אינדעפּענדענס""-טעאַטער",hebrew,org,1,venues,,,,,O-ORG-C06912#venues#1
געריק טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C07106#venues#1
געשאַנאַל יידישן וואָדעוויל-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01419#venues#1
געשאַנאָל טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#2
געשאָנאַל'-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#3
געשאָנאַל-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q04#venues#1
געשאָנאָל טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#4
געשאָנאָל טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00340_Q01#venues#5
גראַן טעאַטער איזראַעליטא,hebrew,org,1,venues,,,,,O-ORG-C00800#venues#1
גראַן טעאַטער איזראָעליטאָ,hebrew,org,1,venues,,,,,O-ORG-C00800#venues#2
גראַנד פּאָליי,hebrew,org,1,venues,,,,,O-ORG-C00110#venues#1
גראַסער-קלוב,hebrew,org,1,venues,,,,,O-ORG-C04329#venues#1
גראָדנער דראַמאַטישער סטודיע „אַדווי“,hebrew,org,1,venues,,,,,O-ORG-C03523#venues#1
גראָדנער דראָמאַטישער סטודיע „אַדווי“,hebrew,org,1,venues,,,,,O-ORG-C03523#venues#2
גראָדנער ישיבה,hebrew,org,1,venues,,,,,O-ORG-C02366#venues#1
גראָדנער כאָר-שול,hebrew,org,1,venues,,,,,O-ORG-C02717#venues#1
גראָדנער מיטל-שול,hebrew,org,1,venues,,,,,O-ORG-C03868#venues#1
גראָדנער רוסישן שטאָטטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C02718#venues#1
גראָדנער שטאָט-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C02815#venues#1
גראָדנער שטאָט-שול,hebrew,org,1,venues,,,,,O-ORG-C06241#venues#1
גראָדנערס טרופּע,hebrew,org,1,venues,,,,,O-ORG-C02940#venues#1
גראָנאָווסקי-סטודיע,hebrew,org,1,venues,,,,,O-ORG-C04613_Q02#venues#1
גראָסמאָן'ס טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C06070#venues#1
גראָסערקלוב,hebrew,org,1,venues,,,,,O-ORG-C06224#venues#1
גראדנגאססע 62,hebrew,org,1,addresses,,,,,O-ORG-C06060#addresses#1
גרוי סעס טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00597#venues#1
גרויסן בית-המדרש,hebrew,org,1,venues,,,,,O-ORG-C05167#venues#1
גרויסן לאַגער-זאַל,hebrew,org,1,venues,,,,,O-ORG-C07329#venues#2
גרויסעס מעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01104#venues#3
גרויסער אָדעסער שול,hebrew,org,1,venues,,,,,O-ORG-C02257#venues#1
גרויסער אָפּערע,hebrew,org,1,venues,,,,,O-ORG-C01106#venues#1
גרויסער אויסשטעלונג פון 1906 יאָר,hebrew,org,1,venues,,,,,O-ORG-C00328#venues#1
גרויסער קענען-סטריטער שול,hebrew,org,1,venues,,,,,O-ORG-C06800#venues#1
גרויסער שוּל,hebrew,org,1,venues,,,,,O-ORG-C04564_Q02#venues#1
גרויסרוסלאַנד,hebrew,org,1,venues,,,,,O-ORG-C00486#venues#1
גרין סטריט,hebrew,org,1,addresses,,,,,O-ORG-C00986_Q01#addresses#1
גרין סטריט טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01375#venues#1
גרין-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C06417#venues#1
גרינינקע ביימעלעך,hebrew,org,1,venues,,,,,O-ORG-C01706#venues#1
גרינפעלד ראוד,hebrew,org,1,addresses,,,,,O-ORG-C01645_Q01#addresses#1
גריק-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01329#venues#1
גרענד אָפּערע האָוז,hebrew,org,1,venues,,,,,O-ORG-C02152#venues#1
גרענד אָפּערע האוז,hebrew,org,1,venues,,,,,O-ORG-C02152#venues#2
גרענד אָפּערע הויז,hebrew,org,1,venues,,,,,O-ORG-C00322#venues#1
גרענד טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00684#venues#2
גרענד סטריט-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01096#venues#1
גרענד פּאַליי,hebrew,org,1,venues,,,,,O-ORG-C00110#venues#2
גרענד פּאַלע,hebrew,org,1,venues,,,,,O-ORG-C02064#venues#1
גרענד פּאַלעי טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C02064#venues#2
גרענד פאַליי,hebrew,org,1,venues,,,,,O-ORG-C00613#venues#1
גרענד- טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C05171#venues#1
גרענד-מוזעאום,hebrew,org,1,venues,,,,,O-ORG-C00478#venues#1
גרענד-סטריט-טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C06624#venues#1
גרענדאָפּערע-הויז,hebrew,org,1,venues,,,,,O-ORG-C00322#venues#4
גרענדטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00684#venues#5
גרענד⸗טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00684#venues#6
ד. פּ.-לאַגער,hebrew,org,1,venues,,,,,O-ORG-C01387_Q01#venues#2
דאַנציגער יידישן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03385#venues#1
דאָגלאָס פאַרק טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00361#venues#1
דאָגלעס-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01361#venues#1
דאָטשעס טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01935#venues#1
דאָנילאָוואַטשעווסקא,hebrew,org,1,addresses,,,,,O-ORG-C01833#addresses#1
דאָס יידישע קינסטלערטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C05265#venues#1
דאָס נייע יידישע טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C06379#venues#1
דאָס נייע לאַנד,hebrew,org,1,venues,,,,,O-ORG-C04277#venues#1
דאָס נייע פּליטים-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01297#venues#1
דאָס פריילעכע פינפטל,hebrew,org,1,venues,,,,,O-ORG-C07213#venues#1
דאָס שילדקרויט טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04469#venues#1
דאָרטיקן יידישן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01387_Q22#venues#1
דאָריאַ ניקאָדעמים,hebrew,org,1,venues,,,,,O-ORG-C03619#venues#1
דאון טאון,hebrew,org,1,addresses,,,,,O-ORG-C07256#addresses#1
דואַטמערגען,hebrew,org,1,venues,,,,,O-ORG-C02917#venues#1
דואי טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C05338#venues#1
דוברוש טורש,hebrew,org,1,venues,,,,,O-ORG-C03942#venues#1
דודס האַרפע,hebrew,org,1,venues,,,,,O-ORG-C06461#venues#1
דוויטשעס שאָושפּילהאָוז,hebrew,org,1,venues,,,,,O-ORG-C07047#venues#1
דווינסקער העברעישער שול,hebrew,org,1,venues,,,,,O-ORG-C02908#venues#1
דוטשעס,hebrew,org,1,venues,,,,,O-ORG-C07001#venues#1
דזשאָלסאָן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00636#venues#1
דזשאָלסאָן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00766#venues#1
דזשוניאָר האָי-סקול,hebrew,org,1,venues,,,,,O-ORG-C05534#venues#1
דזשיקע גאַס,hebrew,org,1,addresses,,,,,O-ORG-C00440#addresses#1
דזשעלנאַ 4,hebrew,org,1,addresses,,,,,O-ORG-C06850#addresses#1
דזשעפערסאָן און טשערי סטריט,hebrew,org,1,addresses,,,,,O-ORG-C04504_Q01#addresses#1
דזשעפערסאָן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01636#venues#1
די אידישע וועלט,hebrew,org,1,venues,,,,,O-ORG-C00829_Q01#venues#3
די אידישע פּרעסע,hebrew,org,1,venues,,,,,O-ORG-C06415_Q01#venues#1
די בראָדערזינגער,hebrew,org,1,venues,,,,,O-ORG-C00608#venues#2
די גרויסע שול,hebrew,org,1,venues,,,,,O-ORG-C04564_Q03#venues#1
די גרויסער שול,hebrew,org,1,venues,,,,,O-ORG-C04564_Q01#venues#2
די יידישע קאָלאָניעס,hebrew,org,1,venues,,,,,O-ORG-C04551#venues#1
די מאָסקווער יידישע טעאַטראַלע שול,hebrew,org,1,venues,,,,,O-ORG-C03400#venues#1
די פּוילישע גימנאַזיע,hebrew,org,1,venues,,,,,O-ORG-C03452#venues#1
די פּראָווינץ,hebrew,org,1,venues,,,,True,O-ORG-C05917#venues#1
די צייט,hebrew,org,1,venues,,,,,O-ORG-C01608#venues#1
"די שאָפּעס פֿון די פֿייערלעשער, שטאַלן",hebrew,org,1,venues,,,,,O-ORG-C02726#venues#1
די שטאָט פֿון האָפענונג,hebrew,org,1,venues,,,,,O-ORG-C01119#venues#1
די שטאָטישע שול,hebrew,org,1,venues,,,,,O-ORG-C00271_Q03#venues#1
דיא וואַרהייט פּאָבּלישינג קאָמפּאַני,hebrew,org,1,venues,,,,,O-ORG-C03842#venues#1
דיאַ וואַרהייט פאַבלישינג קאָמפּאָני,hebrew,org,1,venues,,,,,O-ORG-C03842#venues#2
דיואי טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C02310#venues#1
דיוקיישאָנאַל עליינס,hebrew,org,1,venues,,,,,O-ORG-C06275#venues#1
דיוקעין-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01150#venues#1
דייטש-עוואָנגעלישע שול,hebrew,org,1,venues,,,,,O-ORG-C02305#venues#1
דייטשישער גאַס,hebrew,org,1,addresses,,,,,O-ORG-C03087#addresses#1
דייטשישער שול,hebrew,org,1,venues,,,,,O-ORG-C03771#venues#1
דייטשן אוירווינג-פלייס-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04650#venues#2
דייטשן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00235_Q01#venues#1
דייטשן קלוב,hebrew,org,1,venues,,,,,O-ORG-C04736#venues#1
דייטשע הויז,hebrew,org,1,venues,,,,,O-ORG-C02128#venues#1
דייטשע טעאַטערס,hebrew,org,1,venues,,,,,O-ORG-C02630#venues#1
דייטשעס טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C06255#venues#1
דייטשער סינאָגאָגע,hebrew,org,1,venues,,,,,O-ORG-C02633_Q01#venues#2
דייטשער פֿאָלקסבינע,hebrew,org,1,venues,,,,,O-ORG-C06260#venues#1
דיים מוזעאום,hebrew,org,1,venues,,,,,O-ORG-C03834#venues#1
דילענסי,hebrew,org,1,addresses,,,,,O-ORG-C00661_Q02#addresses#1
דימאַנטן-שלייפעריי,hebrew,org,1,venues,,,,,O-ORG-C06936#venues#1
דיספּליין סטריט טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C06987#venues#1
דיפּי-לאַגערן,hebrew,org,1,venues,,,,,O-ORG-C01753#venues#1
דיקשטיינס רעאַלשול,hebrew,org,1,venues,,,,,O-ORG-C07142#venues#1
דלוגא 26,hebrew,org,1,addresses,,,,,O-ORG-C02834#addresses#1
דניעפּראָפּיעטראָווסקער יידישן טעאַטער פֿאַר יוגנט,hebrew,org,1,venues,,,,,O-ORG-C03479#venues#1
דעטראָיטער יידישן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04187#venues#1
דעם דראַמאַטישן קרייז,hebrew,org,1,venues,,,,,O-ORG-C01292_Q02#venues#1
דעמיעווקע,hebrew,org,1,venues,,,,,O-ORG-C00329#venues#1
דעמעסלענני קלוב,hebrew,org,1,venues,,,,,O-ORG-C06639#venues#1
דענווער ליריק-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04930#venues#1
דעספלעין סטריט,hebrew,org,1,addresses,,,,,O-ORG-C04387_Q01#addresses#1
דער אַלט-נייער שול,hebrew,org,1,venues,,,,,O-ORG-C01835#venues#1
דער אַרבעטער פֿריינט,hebrew,org,1,venues,,,,,O-ORG-C02221#venues#1
דער אַרטיקער אינטערנאַציאָנאַלער ביבליאָטעק,hebrew,org,1,venues,,,,,O-ORG-C01703#venues#1
דער אידישער זשורנאַל,hebrew,org,1,venues,,,,,O-ORG-C01214#venues#1
דער גרויסער יידישער שול,hebrew,org,1,venues,,,,,O-ORG-C03734#venues#1
דער גרויסער שול,hebrew,org,1,venues,,,,,O-ORG-C04564_Q04#venues#1
דער דייטשער סינאגאָגע,hebrew,org,1,venues,,,,,O-ORG-C02633_Q02#venues#2
דער וואַרשעווער סינאָגאָגע,hebrew,org,1,venues,,,,,O-ORG-C01833#venues#1
דער יודישער אַרטיסטען-פאַריין,hebrew,org,1,venues,,,,,O-ORG-C06055#venues#1
דער נייער וועג,hebrew,org,1,venues,,,,,O-ORG-C06066#venues#1
דפוס רי חיים קעלטער נ׳י,hebrew,org,1,venues,,,,,O-ORG-C00367#venues#1
דר. הערצל ציון-קלאָב,hebrew,org,1,venues,,,,,O-ORG-C06054#venues#1
דראַמאַטיישן קרייז,hebrew,org,1,venues,,,,,O-ORG-C03273#venues#1
דראַמאַטיק-האָל,hebrew,org,1,venues,,,,,O-ORG-C03838#venues#1
דראַמאַטישע קונסט,hebrew,org,1,venues,,,,,O-ORG-C00726#venues#1
דראַמאַטישער סעקציע,hebrew,org,1,venues,,,,,O-ORG-C00114_Q01#venues#1
דראַמאַטישער שול,hebrew,org,1,venues,,,,,O-ORG-C01439_Q02#venues#1
דראַמאַטישער שול מאָרסקאָי,hebrew,org,1,venues,,,,,O-ORG-C05015#venues#1
דראַמאַטישער פֿאַראיין,hebrew,org,1,venues,,,,,O-ORG-C03869#venues#1
דראַמאָטיק האָל,hebrew,org,1,venues,,,,,O-ORG-C03838#venues#2
דראַמקרייז,hebrew,org,1,venues,,,,,O-ORG-C00246_Q03#venues#1
דראָמאַטישן קרייז,hebrew,org,1,venues,,,,,O-ORG-C06253#venues#1
דראָמאַטישע קונסט,hebrew,org,1,venues,,,,,O-ORG-C00726#venues#2
דראָמאָטישע קורסן,hebrew,org,1,venues,,,,,O-ORG-C05175_Q01#venues#1
דרום פלאָרידא,hebrew,org,1,venues,,,,,O-ORG-C03749#venues#1
דרום-אַמעריקע,hebrew,org,1,venues,,,,,O-ORG-C07269#venues#1
דרוקעריי,hebrew,org,1,venues,,,,,O-ORG-C00071#venues#1
דרוקעריי פֿון שריפֿטזעצער און ראָזענקראַנץ,hebrew,org,1,venues,,,,,O-ORG-C03609#venues#1
דרוקעריי פון דער אלמנה און יתומים פּרופּס,hebrew,org,1,venues,,,,,O-ORG-C04118#venues#1
דרוקעריי פֿון אבא דוכנא,hebrew,org,1,venues,,,,,O-ORG-C04604#venues#1
"דרוקעריי פֿון פֿין, ראָזענקראַנץ און שריפטזעצער",hebrew,org,1,venues,,,,,O-ORG-C07183#venues#1
דריטן סטריט-טעאָטער,hebrew,org,1,venues,,,,,O-ORG-C01679#venues#2
דריטער עוועניו,hebrew,org,1,addresses,,,,,O-ORG-C04444#addresses#1
האַוואַנער קאַבאַרע „סאַן סוסי“,hebrew,org,1,venues,,,,,O-ORG-C01342#venues#1
האַליוואוד באָול,hebrew,org,1,venues,,,,,O-ORG-C03849#venues#1
האַליוואוד-באָל,hebrew,org,1,venues,,,,,O-ORG-C01328#venues#1
האַלייוויד בית-עולם,hebrew,person,1,place,burial,,,,P-6-facs_140_tr_1747825131#place#3
האַלענדישן קלוב,hebrew,org,1,venues,,,,,O-ORG-C05162#venues#1
האַנדלסשול,hebrew,org,1,venues,,,,,O-ORG-C01903_Q04#venues#1
האַנטווערקער-זאָל,hebrew,org,1,venues,,,,,O-ORG-C04691#venues#1
האַנטווערקער-שול,hebrew,org,1,venues,,,,,O-ORG-C00626_Q02#venues#1
האַנטווערקערשול,hebrew,org,1,venues,,,,,O-ORG-C00626_Q04#venues#1
האַרוואַרד,hebrew,org,1,venues,,,,,O-ORG-C02095#venues#1
האַרלעמער לענאָקס-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04752#venues#1
האַרפע,hebrew,org,1,venues,,,,,O-ORG-C01292_Q01#venues#1
"האָטעל 'אַרקאָ""",hebrew,org,1,venues,,,,,O-ORG-C01929#venues#1
האָטעל 'סטעפאַניאַ',hebrew,org,1,venues,,,,,O-ORG-C01223#venues#1
האָטעל באָמבאַך,hebrew,org,1,venues,,,,,O-ORG-C05339#venues#1
האָטעל בעלאַ וויסטא,hebrew,org,1,venues,,,,,O-ORG-C04160#venues#1
האָטעל ווייבעל,hebrew,org,1,venues,,,,,O-ORG-C06042#venues#1
האָטעל ווילענסקי,hebrew,org,1,venues,,,,,O-ORG-C04985#venues#1
האָטעל לייטנער,hebrew,org,1,venues,,,,,O-ORG-C03213#venues#1
האָטעל סטעפאַני,hebrew,org,1,venues,,,,,O-ORG-C00480#venues#1
האָטעל סטעפאַניאַ,hebrew,org,1,venues,,,,,O-ORG-C01223#venues#2
האָטעל סטעפאַניי,hebrew,org,1,venues,,,,,O-ORG-C01223#venues#3
האָטעל סטעפאַניע,hebrew,org,1,venues,,,,,O-ORG-C01223#venues#4
האָטעל פיינפּאָינט,hebrew,org,1,venues,,,,,O-ORG-C01565#venues#1
האָטעל צוקער,hebrew,org,1,venues,,,,,O-ORG-C06039#venues#1
האָי סקול,hebrew,org,1,venues,,,,,O-ORG-C00741_Q01#venues#1
האָלטנאָרט טעאַַטער,hebrew,org,1,venues,,,,,O-ORG-C06496#venues#1
האָליוואוד בית עולם,hebrew,person,1,place,burial,,,,P-4-facs_34_r_1#place#3
האָליוואוד טעמפּל בית אַל,hebrew,org,1,venues,,,,,O-ORG-C01184#venues#1
האָליוויד,hebrew,org,1,venues,,,,,O-ORG-C00341#venues#1
האָלס,hebrew,org,1,venues,,,,,O-ORG-C06456#venues#1
האָמלער 'אונדזער טעאַטער',hebrew,org,1,venues,,,,,O-ORG-C03395#venues#1
האָנטער קאַלעדזש,hebrew,org,1,venues,,,,,O-ORG-C01324#venues#1
האָפּטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04643#venues#1
האָפּקינסאָן-טעאַַטער,hebrew,org,1,venues,,,,,O-ORG-C00360_Q02#venues#4
האָפּקינסקאָן טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C00294#venues#6
האָפּרטעאַטער,hebrew,org,1,venues,,,,,O-ORG-C01495#venues#2
האָרלאָמפּ-קאַניעווסקאַ,hebrew,org,1,venues,,,,,O-ORG-C03660#venues#1
האוסטאַן סטריט און סעקאַנד עוועניו,hebrew,org,1,addresses,,,,,O-ORG-C01955_Q02#addresses#1
הבימה,hebrew,org,1,venues,,,,,O-ORG-C00276#venues#1
הבימה העברית,hebrew,org,1,venues,,,,,O-ORG-C00627#venues#1
הבימה-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C06534#venues#1
הויז נומער 16,hebrew,org,1,venues,,,,,O-ORG-C03439#venues#1
הויז פון די גבירישע ברידער קאָרנפעלד,hebrew,org,1,venues,,,,,O-ORG-C02374#venues#1
הויז פֿון הרב קוק,hebrew,org,1,venues,,,,,O-ORG-C02830#venues#1
הויכשול פֿון יוריספּרודענץ און פּאָליטישער עקאָנאָמיע,hebrew,org,1,venues,,,,,O-ORG-C00407#venues#1
הויף,hebrew,org,1,venues,,,,,O-ORG-C05672#venues#1
הויף פֿון יידישן זשיגניצאַ-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03004#venues#1
הויף פֿון יידישן זשיגניצאָ-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03004#venues#2
הויף-טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C04647#venues#1
הומאָר-פעסטיוואָלן,hebrew,org,1,venues,,,,,O-ORG-C01624#venues#1
היברו דראַמאַטיק קלאָב,hebrew,org,1,venues,,,,,O-ORG-C00808#venues#3
היברו פאַבלישינג קאָ,hebrew,org,1,venues,,,,,O-ORG-C05215#venues#1
היברן ליטעראַטור-סאַסייט,hebrew,org,1,venues,,,,,O-ORG-C05253#venues#1
היברן פּאָבלישינג קאַמפּאַני,hebrew,org,1,venues,,,,,O-ORG-C01098#venues#1
היינטיגע נייעס,hebrew,org,1,venues,,,,,O-ORG-C01300#venues#1
הילף-אינסטיטוציע,hebrew,org,1,venues,,,,,O-ORG-C02936#venues#2
היפּאָדראָם,hebrew,org,1,venues,,,,,O-ORG-C06249#venues#1
הלוי-כאָר,hebrew,org,1,venues,,,,,O-ORG-C02575#venues#1
העבראיקאַ,hebrew,org,1,venues,,,,,O-ORG-C00058#venues#1
העברעיש. פּוילישער שול,hebrew,org,1,venues,,,,,O-ORG-C04804#venues#1
העיסטינגס סטריט,hebrew,org,1,addresses,,,,,O-ORG-C00656#addresses#1
העכערער קרוינישער יידישער שול,hebrew,org,1,venues,,,,,O-ORG-C06902#venues#1
העמאָרקעט טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C06475#venues#1
הענגעןס טעאַטער,hebrew,org,1,venues,,,,,O-ORG-C03874#venues#1
